Gmt time,Open,High,Low,Close,Volume
14.10.2003 21:00:00.000,1.17194,1.17431,1.15889,1.16309,1350853.1153000002
15.10.2003 21:00:00.000,1.16308,1.16942,1.15721,1.15843,1338621.3028999998
16.10.2003 21:00:00.000,1.15790,1.16823,1.15515,1.16782,1331096.7929999998
17.10.2003 21:00:00.000,1.16782,1.16782,1.16782,1.16782,0
18.10.2003 21:00:00.000,1.16782,1.16782,1.16782,1.16782,0
19.10.2003 21:00:00.000,1.17028,1.17270,1.16000,1.16306,1337728.9121
20.10.2003 21:00:00.000,1.16292,1.16991,1.16152,1.16641,1335850.1152
21.10.2003 21:00:00.000,1.16584,1.18260,1.16463,1.17981,1341351.2735
22.10.2003 21:00:00.000,1.17951,1.18434,1.17546,1.17885,1339686.6114
23.10.2003 21:00:00.000,1.17833,1.18546,1.17589,1.17767,1336413.2775
24.10.2003 21:00:00.000,1.17767,1.17767,1.17767,1.17767,0
25.10.2003 21:00:00.000,1.17767,1.17767,1.17767,1.17767,0
26.10.2003 22:00:00.000,1.17726,1.17829,1.17170,1.17414,1346530.1913
27.10.2003 22:00:00.000,1.17426,1.17491,1.16535,1.16678,1352093.5058999998
28.10.2003 22:00:00.000,1.16685,1.17170,1.16566,1.16592,1328828.5975999997
29.10.2003 22:00:00.000,1.16586,1.17536,1.16150,1.16215,1344278.4942
30.10.2003 22:00:00.000,1.16212,1.16551,1.15615,1.15851,1348439.2892
31.10.2003 22:00:00.000,1.15851,1.15851,1.15851,1.15851,0
01.11.2003 22:00:00.000,1.15851,1.15851,1.15851,1.15851,0
02.11.2003 22:00:00.000,1.15762,1.16177,1.14264,1.14544,1341625.1094
03.11.2003 22:00:00.000,1.14557,1.15118,1.14244,1.14907,1352150.7073000001
04.11.2003 22:00:00.000,1.14905,1.14962,1.14118,1.14352,1341841.8282
05.11.2003 22:00:00.000,1.14375,1.14614,1.13873,1.14127,1343307.4941999998
06.11.2003 22:00:00.000,1.14149,1.15414,1.13769,1.15269,1365805.5898000002
07.11.2003 22:00:00.000,1.15269,1.15269,1.15269,1.15269,0
08.11.2003 22:00:00.000,1.15269,1.15269,1.15269,1.15269,0
09.11.2003 22:00:00.000,1.15024,1.15337,1.14617,1.14777,1342233.502
10.11.2003 22:00:00.000,1.14782,1.15294,1.14416,1.15190,1338507.4045
11.11.2003 22:00:00.000,1.15194,1.16589,1.15015,1.16258,1345581.6114999999
12.11.2003 22:00:00.000,1.16312,1.17364,1.16238,1.17298,1364546.8085000003
13.11.2003 22:00:00.000,1.17309,1.18006,1.17254,1.17732,1356885.6154
14.11.2003 22:00:00.000,1.17732,1.17732,1.17732,1.17732,0
15.11.2003 22:00:00.000,1.17732,1.17732,1.17732,1.17732,0
16.11.2003 22:00:00.000,1.17748,1.18474,1.17234,1.17445,1360615.6093
17.11.2003 22:00:00.000,1.17463,1.19725,1.17311,1.19684,1356843.1835
18.11.2003 22:00:00.000,1.19680,1.19767,1.18719,1.18732,1353714.6077
19.11.2003 22:00:00.000,1.18734,1.19543,1.18699,1.19085,1362932.7948
20.11.2003 22:00:00.000,1.19111,1.19369,1.18553,1.19126,1357570.2870000002
21.11.2003 22:00:00.000,1.19126,1.19126,1.19126,1.19126,0
22.11.2003 22:00:00.000,1.19126,1.19126,1.19126,1.19126,0
23.11.2003 22:00:00.000,1.19068,1.19167,1.17544,1.17674,1327051.1992999997
24.11.2003 22:00:00.000,1.17708,1.18175,1.17509,1.17889,1348492.6854999997
25.11.2003 22:00:00.000,1.17886,1.19470,1.17676,1.19374,1357915.1016000002
26.11.2003 22:00:00.000,1.19376,1.19400,1.18821,1.19045,1341720.6094999998
27.11.2003 22:00:00.000,1.19052,1.20129,1.18959,1.19902,1346877.4083
28.11.2003 22:00:00.000,1.19902,1.19902,1.19902,1.19902,0
29.11.2003 22:00:00.000,1.19902,1.19902,1.19902,1.19902,0
30.11.2003 22:00:00.000,1.19703,1.20392,1.19354,1.19779,1370321.3985
01.12.2003 22:00:00.000,1.19804,1.20903,1.19391,1.20785,1348187.7033
02.12.2003 22:00:00.000,1.20777,1.21255,1.20683,1.21067,1351593.8866
03.12.2003 22:00:00.000,1.21074,1.21533,1.20286,1.20829,1347145.797
04.12.2003 22:00:00.000,1.20805,1.21767,1.20601,1.21634,1342959.1934000002
05.12.2003 22:00:00.000,1.21634,1.21634,1.21634,1.21634,0
06.12.2003 22:00:00.000,1.21634,1.21634,1.21634,1.21634,0
07.12.2003 22:00:00.000,1.21709,1.22376,1.21466,1.22154,1350333.2851999998
08.12.2003 22:00:00.000,1.22157,1.22735,1.21851,1.22527,1349817.7892
09.12.2003 22:00:00.000,1.22560,1.22639,1.21511,1.22130,1344737.5744
10.12.2003 22:00:00.000,1.22135,1.22321,1.21113,1.22161,1361559.3086999997
11.12.2003 22:00:00.000,1.22197,1.23047,1.22056,1.22730,1353278.9062999997
12.12.2003 22:00:00.000,1.22730,1.22730,1.22730,1.22730,0
13.12.2003 22:00:00.000,1.22730,1.22730,1.22730,1.22730,0
14.12.2003 22:00:00.000,1.21403,1.23216,1.21273,1.23147,1348925.0939000002
15.12.2003 22:00:00.000,1.23152,1.23584,1.22984,1.23292,1343390.5957999998
16.12.2003 22:00:00.000,1.23275,1.24198,1.22939,1.24081,1365192.9045
17.12.2003 22:00:00.000,1.24075,1.24369,1.23571,1.24217,1347459.8048999999
18.12.2003 22:00:00.000,1.24204,1.24336,1.23408,1.23713,1341774.3946999998
19.12.2003 22:00:00.000,1.23713,1.23713,1.23713,1.23713,0
20.12.2003 22:00:00.000,1.23713,1.23713,1.23713,1.23713,0
21.12.2003 22:00:00.000,1.24009,1.24447,1.23468,1.23930,1341984.9904000002
22.12.2003 22:00:00.000,1.23932,1.24239,1.23803,1.23901,1340979.9082
23.12.2003 22:00:00.000,1.23927,1.24688,1.23906,1.24434,1322394.0880999998
24.12.2003 22:00:00.000,1.24432,1.24608,1.24324,1.24494,915214.4053000001
25.12.2003 22:00:00.000,1.24483,1.24676,1.24191,1.24246,1305323.6133
26.12.2003 22:00:00.000,1.24246,1.24246,1.24246,1.24246,0
27.12.2003 22:00:00.000,1.24246,1.24246,1.24246,1.24246,0
28.12.2003 22:00:00.000,1.24242,1.25058,1.24212,1.24866,1330689.385
29.12.2003 22:00:00.000,1.24894,1.25603,1.24736,1.25466,1346264.2989
30.12.2003 22:00:00.000,1.25479,1.26455,1.25119,1.25899,1318539.6894000003
31.12.2003 22:00:00.000,1.25915,1.26035,1.24679,1.25434,512061.6974
01.01.2004 22:00:00.000,1.25420,1.26263,1.25198,1.25806,1337402.5177000002
02.01.2004 22:00:00.000,1.25806,1.25806,1.25806,1.25806,0
03.01.2004 22:00:00.000,1.25806,1.25806,1.25806,1.25806,0
04.01.2004 22:00:00.000,1.25816,1.26924,1.25785,1.26727,1354226.0078
05.01.2004 22:00:00.000,1.26720,1.28083,1.26650,1.27230,1349584.7011
06.01.2004 22:00:00.000,1.27230,1.27404,1.26221,1.26296,1348413.4982000003
07.01.2004 22:00:00.000,1.26290,1.27786,1.25576,1.27635,1350773.2948
08.01.2004 22:00:00.000,1.27637,1.28665,1.27021,1.28123,1336174.3945
09.01.2004 22:00:00.000,1.28123,1.28123,1.28123,1.28123,0
10.01.2004 22:00:00.000,1.28123,1.28123,1.28123,1.28123,0
11.01.2004 22:00:00.000,1.28522,1.28956,1.27328,1.27467,1337453.5001
12.01.2004 22:00:00.000,1.27457,1.27947,1.27114,1.27698,1348261.7072
13.01.2004 22:00:00.000,1.27720,1.27871,1.26276,1.26447,1338604.3906999999
14.01.2004 22:00:00.000,1.26440,1.26693,1.25562,1.25756,1357261.0117
15.01.2004 22:00:00.000,1.25743,1.26071,1.23494,1.23936,1342086.8145
16.01.2004 22:00:00.000,1.23936,1.23936,1.23936,1.23936,0
17.01.2004 22:00:00.000,1.23936,1.23936,1.23936,1.23936,0
18.01.2004 22:00:00.000,1.23660,1.24226,1.23323,1.23468,1343509.9843000001
19.01.2004 22:00:00.000,1.23480,1.25940,1.23411,1.25767,1345896.8788
20.01.2004 22:00:00.000,1.25770,1.26695,1.25488,1.26409,1354933.6037
21.01.2004 22:00:00.000,1.26389,1.27475,1.26328,1.27169,1346658.1193000001
22.01.2004 22:00:00.000,1.27148,1.27732,1.25621,1.25781,1353179.3867
23.01.2004 22:00:00.000,1.25781,1.25781,1.25781,1.25781,0
24.01.2004 22:00:00.000,1.25781,1.25781,1.25781,1.25781,0
25.01.2004 22:00:00.000,1.25726,1.26095,1.24557,1.24565,1356641.7989
26.01.2004 22:00:00.000,1.24588,1.26503,1.24391,1.26404,1316419.2052
27.01.2004 22:00:00.000,1.26429,1.26608,1.24618,1.24655,1344965.2968
28.01.2004 22:00:00.000,1.24665,1.25252,1.23607,1.24046,1337715.2148999998
29.01.2004 22:00:00.000,1.24046,1.24897,1.23491,1.24731,1354824.9102000003
30.01.2004 22:00:00.000,1.24731,1.24731,1.24731,1.24731,0
31.01.2004 22:00:00.000,1.24731,1.24731,1.24731,1.24731,0
01.02.2004 22:00:00.000,1.24680,1.24848,1.23882,1.24221,1348842.8128
02.02.2004 22:00:00.000,1.24232,1.25967,1.24124,1.25381,1349861.7831
03.02.2004 22:00:00.000,1.25407,1.25593,1.24919,1.25323,1358026.3828999999
04.02.2004 22:00:00.000,1.25329,1.26348,1.25157,1.25440,1353343.1777000001
05.02.2004 22:00:00.000,1.25455,1.27226,1.25100,1.27000,1351709.2149
06.02.2004 22:00:00.000,1.27000,1.27000,1.27000,1.27000,0
07.02.2004 22:00:00.000,1.27000,1.27000,1.27000,1.27000,0
08.02.2004 22:00:00.000,1.26038,1.27589,1.25963,1.26929,1364519.9964
09.02.2004 22:00:00.000,1.26954,1.27848,1.26649,1.26679,1369838.5995999998
10.02.2004 22:00:00.000,1.26682,1.28364,1.26482,1.28295,1361071.086
11.02.2004 22:00:00.000,1.28319,1.28432,1.27873,1.28058,1358831.1818000001
12.02.2004 22:00:00.000,1.28061,1.28898,1.27135,1.27305,1367540.2051000001
13.02.2004 22:00:00.000,1.27305,1.27305,1.27305,1.27305,0
14.02.2004 22:00:00.000,1.27305,1.27305,1.27305,1.27305,0
15.02.2004 22:00:00.000,1.27428,1.27870,1.27139,1.27671,1350759.9043
16.02.2004 22:00:00.000,1.27679,1.28751,1.27533,1.28372,1365673.9785
17.02.2004 22:00:00.000,1.28395,1.29247,1.26561,1.26849,1359136.5117
18.02.2004 22:00:00.000,1.26860,1.27342,1.26516,1.27102,1345748.4062
19.02.2004 22:00:00.000,1.27112,1.27643,1.24928,1.25319,1358803.0098999997
20.02.2004 22:00:00.000,1.25319,1.25319,1.25319,1.25319,0
21.02.2004 22:00:00.000,1.25319,1.25319,1.25319,1.25319,0
22.02.2004 22:00:00.000,1.25247,1.25932,1.24494,1.25522,1368480.6132
23.02.2004 22:00:00.000,1.25552,1.27115,1.25203,1.26815,1345493.9064999998
24.02.2004 22:00:00.000,1.26822,1.27039,1.24716,1.24973,1362384.9104000002
25.02.2004 22:00:00.000,1.24982,1.25129,1.23826,1.24366,1346051.3126
26.02.2004 22:00:00.000,1.24361,1.25049,1.23718,1.24887,1347994.3106999998
27.02.2004 22:00:00.000,1.24887,1.24887,1.24887,1.24887,0
28.02.2004 22:00:00.000,1.24887,1.24887,1.24887,1.24887,0
29.02.2004 22:00:00.000,1.24820,1.25398,1.24215,1.24527,1350394.3908
01.03.2004 22:00:00.000,1.24539,1.24673,1.21938,1.22126,1359050.1056000004
02.03.2004 22:00:00.000,1.22121,1.22209,1.20546,1.21998,1343582.5117000001
03.03.2004 22:00:00.000,1.22009,1.22380,1.21334,1.22004,1352416.6933
04.03.2004 22:00:00.000,1.21985,1.24275,1.21731,1.23642,1347506.004
05.03.2004 22:00:00.000,1.23642,1.23642,1.23642,1.23642,0
06.03.2004 22:00:00.000,1.23642,1.23642,1.23642,1.23642,0
07.03.2004 22:00:00.000,1.23857,1.24150,1.23359,1.24013,1360393.0977
08.03.2004 22:00:00.000,1.24020,1.24573,1.22716,1.23240,1358591.4044
09.03.2004 22:00:00.000,1.23226,1.23282,1.21946,1.22205,1354605.7010000001
10.03.2004 22:00:00.000,1.22200,1.23831,1.21620,1.23484,1356982.2091
11.03.2004 22:00:00.000,1.23481,1.23709,1.21707,1.22145,1347175.4066
12.03.2004 22:00:00.000,1.22145,1.22145,1.22145,1.22145,0
13.03.2004 22:00:00.000,1.22145,1.22145,1.22145,1.22145,0
14.03.2004 22:00:00.000,1.21887,1.23154,1.21815,1.22600,1357924.2052
15.03.2004 22:00:00.000,1.22606,1.23695,1.22295,1.22693,1360225.9747000001
16.03.2004 22:00:00.000,1.22709,1.22870,1.21730,1.22316,1338080.8049
17.03.2004 22:00:00.000,1.22310,1.24315,1.22182,1.23833,1354175.8185000003
18.03.2004 22:00:00.000,1.23837,1.24058,1.22540,1.22829,1350261.3047999998
19.03.2004 22:00:00.000,1.22829,1.22829,1.22829,1.22829,0
20.03.2004 22:00:00.000,1.22829,1.22829,1.22829,1.22829,0
21.03.2004 22:00:00.000,1.22754,1.23983,1.22189,1.23273,1360833.2814000002
22.03.2004 22:00:00.000,1.23289,1.23678,1.22628,1.23325,1361277.2072999997
23.03.2004 22:00:00.000,1.23354,1.23653,1.21133,1.21297,1362066.299
24.03.2004 22:00:00.000,1.21322,1.21987,1.20962,1.21235,1366087.6914
25.03.2004 22:00:00.000,1.21260,1.22083,1.20733,1.21272,1367063.0938000001
26.03.2004 22:00:00.000,1.21272,1.21272,1.21272,1.21272,0
27.03.2004 22:00:00.000,1.21272,1.21272,1.21272,1.21272,0
28.03.2004 22:00:00.000,1.21078,1.21668,1.20559,1.21538,1350568.7012
29.03.2004 22:00:00.000,1.21544,1.22263,1.21474,1.21678,1306805.0763
30.03.2004 22:00:00.000,1.21706,1.23203,1.21668,1.23114,1357518.4982
31.03.2004 22:00:00.000,1.23130,1.23862,1.22532,1.23617,1367239.0098999997
01.04.2004 22:00:00.000,1.23602,1.23712,1.20978,1.21305,1355062.1134000001
02.04.2004 22:00:00.000,1.21305,1.21305,1.21305,1.21305,0
03.04.2004 22:00:00.000,1.21305,1.21305,1.21305,1.21305,0
04.04.2004 21:00:00.000,1.21076,1.21263,1.19808,1.20149,1374654.1855
